Player Name,Goals Conceded by team per season,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,49,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A58,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR48,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Omar Mascarell,43,SGE,BUND,M,28,2450,27,1,1,13,0,0,0,0,0,0,0,12,4,105,1,0,14,2,14,0,6,63,47,47,16,1187,1471,0,68,138,17,162,0,1,3,0,0,9,4,0,0,0,13,0,1856,6,166,146,541,8,37,0,338,136,0,0,0,0,0,0,0,0,1,0,0,0,30,10,0,0,0,0,0,0,0,60,54,0,92,0,0,0,0,0,24
Zlatan Ibrahimovic,29,MUN,EPL,F,28,2437,27,1,0,7,0,0,17,5,0,5,0,115,46,11,18,4,48,8,42,0,1,10,6,54,20,767,1041,4,83,52,17,130,0,0,80,34,13,35,12,4,0,0,38,0,1413,212,360,198,627,0,95,0,415,26,3,2,0,1,0,0,0,0,29,11,3,0,22,11,0,0,0,0,0,0,0,22,22,0,39,7,0,37,18,7,33
Wylan Cyprien,36,NIC,FRAN,M,29,2432,27,2,3,2,0,0,8,3,0,2,1,52,22,12,25,7,26,4,21,2,6,33,27,26,68,1857,2080,3,15,193,55,169,0,2,16,6,5,36,16,3,0,0,57,0,2504,25,260,131,759,2,58,0,350,184,0,0,0,0,1,0,12,11,6,9,6,1,22,11,0,0,0,0,0,0,0,24,23,0,98,4,0,1,1,3,62
Roman Burki,40,BVB,BUND,G,27,2430,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,673,904,0,9,270,2,14,0,2,0,0,0,0,0,0,0,0,0,0,1154,0,11,2,59,0,9,0,235,60,0,0,0,0,0,0,0,0,0,0,0,0,29,9,71,48,23,8,1,2,0,15,15,11,124,0,0,0,0,0,2
Aytac Sulu,63,D98,BUND,D,27,2430,27,0,0,7,0,0,2,0,0,0,0,25,7,74,0,0,3,0,3,0,24,24,15,27,41,567,738,0,72,70,1,127,0,0,23,6,2,2,1,0,0,0,3,1,1110,29,55,92,133,6,16,0,190,89,0,0,0,0,0,0,0,0,3,0,0,0,49,2,0,0,0,0,4,0,0,138,135,0,89,0,0,1,3,1,2
Aritz Aduriz,43,ATH,LIGA,F,32,2430,27,5,5,8,1,1,16,1,0,1,0,85,45,4,22,2,23,1,22,0,2,13,10,37,58,354,565,2,142,56,23,220,0,0,76,42,15,9,3,1,0,0,53,0,973,159,166,210,280,0,57,0,379,7,5,5,0,0,0,0,1,0,23,0,0,0,28,5,0,0,0,0,0,0,0,18,17,0,9,1,0,19,12,13,43
Jonas Lossl,55,M05,BUND,G,27,2430,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,0,0,3,457,798,0,12,295,0,16,2,0,1,0,0,0,0,0,0,0,0,0,1069,1,59,4,163,0,8,0,356,164,0,0,0,0,0,0,0,0,0,0,0,0,46,5,87,41,46,10,0,4,1,18,16,13,204,0,0,0,0,0,0
Wes Morgan,63,LEI,EPL,D,27,2430,27,0,0,3,0,0,1,0,0,0,0,14,3,54,0,0,4,0,4,0,25,27,14,20,9,443,658,0,64,92,4,103,0,2,14,3,1,0,0,0,0,1,3,0,981,31,43,77,128,4,11,0,240,74,0,0,0,0,0,0,0,0,3,0,0,0,45,5,0,0,0,0,1,0,0,137,130,0,33,0,0,1,2,1,7
Marvin Plattenhardt,47,BSC,BUND,D,27,2430,27,0,0,3,0,0,3,3,0,0,3,24,11,55,126,30,36,7,12,21,5,44,34,33,24,769,1021,8,28,109,12,108,1,1,3,2,0,21,9,3,0,1,5,0,1688,7,161,86,379,9,166,2,451,101,0,0,0,0,17,9,50,41,23,15,8,3,36,9,0,0,0,0,1,0,0,45,42,0,66,0,1,0,0,0,29
Keylor Navas,41,RMA,LIGA,G,27,2430,27,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,3,395,589,0,5,219,0,7,3,0,0,0,0,0,0,0,0,0,0,0,863,0,11,1,56,0,4,0,200,56,0,0,0,0,0,0,0,0,0,0,0,0,31,5,82,49,33,19,0,2,0,19,19,12,128,0,0,0,0,0,0
Federico Fernandez,70,SWA,EPL,D,27,2430,27,0,0,7,0,0,0,2,0,0,2,15,2,49,5,1,3,1,1,0,21,44,33,26,16,927,1134,1,69,110,3,132,1,3,14,2,0,1,0,0,0,0,3,0,1522,29,90,91,300,3,19,0,229,176,0,0,0,0,0,0,0,0,3,0,0,0,41,6,0,0,0,0,1,0,0,186,180,0,98,0,0,0,2,0,5
Alfie Mawson,70,SWA,EPL,D,27,2430,27,0,0,1,0,0,4,0,0,0,0,22,5,30,1,0,5,1,5,0,27,29,23,10,18,1010,1219,0,84,138,18,147,1,1,22,5,4,0,0,0,0,0,4,2,1586,31,77,81,261,7,18,0,238,194,0,0,0,0,0,0,0,0,4,0,0,0,45,7,0,0,0,0,1,0,0,167,165,0,162,1,1,0,1,1,20
Benjamin Henrichs,55,LEV,BUND,M/D,29,2426,27,2,2,1,0,0,0,2,0,2,0,7,1,97,30,9,18,1,16,0,6,98,74,28,34,943,1242,9,25,153,31,186,0,3,1,0,0,6,1,0,0,0,18,0,1967,20,307,126,612,16,81,0,466,117,0,0,0,0,0,0,0,0,6,0,0,0,48,4,0,0,0,0,1,0,0,56,51,0,48,0,0,1,0,0,51
Joao Can69o,65,VAL,LIGA,D,35,2424,27,8,5,6,1,1,1,4,2,4,0,22,10,57,96,21,22,3,17,1,4,83,64,36,45,722,987,20,32,178,63,221,0,1,13,5,1,9,5,0,0,0,42,0,1763,68,226,196,428,8,118,0,550,64,0,0,0,0,0,0,2,2,27,0,0,0,49,2,0,0,0,0,1,0,0,35,34,0,52,1,0,5,0,0,120
Nemanja Radoja,69,CEL,LIGA,M,31,2420,27,4,6,3,0,0,1,0,0,0,0,9,4,39,1,0,9,2,8,1,8,72,49,36,31,1134,1310,0,34,164,32,168,0,0,7,3,1,2,1,0,0,1,41,0,1670,16,180,154,554,4,16,0,266,145,0,0,0,0,0,0,0,0,2,0,0,0,45,5,0,0,0,0,1,0,0,39,39,0,76,2,0,0,0,0,49
Claudio Yacob,51,WBA,EPL,M,33,2417,27,6,6,9,0,0,0,0,0,0,0,9,0,57,2,1,6,0,5,1,18,92,64,39,34,769,932,1,46,176,4,175,0,0,1,0,0,8,0,0,0,0,13,0,1305,2,108,128,364,3,10,0,201,102,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,59,57,0,50,0,0,0,1,0,5
Julian Weigl,40,BVB,BUND,M/D,30,2416,27,3,5,2,0,0,0,0,0,0,0,7,2,71,3,1,7,1,7,0,6,67,42,34,62,1815,2026,1,52,145,27,202,0,2,2,1,0,5,1,0,0,0,19,0,2404,5,229,121,810,3,27,0,269,188,0,0,0,0,0,0,0,0,1,0,0,0,26,6,0,0,0,0,0,0,0,37,36,0,82,1,0,0,0,0,33
Leroy Fer,70,SWA,EPL,M,34,2403,27,7,7,9,0,0,6,2,0,2,0,36,11,23,14,4,18,1,16,0,8,55,41,48,50,1013,1230,4,76,181,40,219,0,1,21,9,6,15,2,0,0,0,45,0,1668,47,237,174,535,3,39,0,325,87,0,0,0,0,0,0,0,0,13,0,0,0,49,3,0,0,0,0,0,0,0,48,46,0,97,2,0,1,1,5,49
Sergio Leon,94,OSA,LIGA,F,33,2402,27,6,13,4,0,0,10,0,0,0,0,72,33,3,19,1,7,1,7,0,0,4,1,22,31,208,299,1,22,49,27,81,0,0,58,30,10,14,3,0,0,2,59,0,679,108,65,180,109,0,25,0,301,7,1,1,0,0,0,0,0,0,19,0,0,0,62,0,0,0,0,0,0,0,0,1,1,0,12,0,0,26,2,4,65
Fouad Chafik,58,DIJ,FRAN,D,27,2399,27,0,4,2,0,0,0,1,1,1,0,5,2,71,60,16,17,1,16,0,13,90,76,28,25,739,979,16,24,203,43,181,0,1,1,1,0,4,1,0,0,0,25,0,1749,17,185,119,357,13,86,3,417,108,0,0,0,0,0,0,0,0,8,0,0,0,46,4,0,0,0,0,3,0,0,77,72,0,67,0,0,0,0,0,56
Rod Fanni,41,OM,FRAN,D,28,2395,27,1,1,7,0,0,1,0,0,0,0,3,1,57,3,0,3,0,3,0,20,40,28,27,5,1205,1399,0,45,167,18,108,0,3,2,1,1,1,0,0,0,0,7,0,1769,4,89,86,312,10,19,0,229,181,0,0,0,0,0,0,0,0,5,0,0,0,30,12,0,0,0,0,0,0,0,133,130,0,102,1,0,1,0,0,22
Daniel Baier,51,FCA,BUND,M,27,2395,27,0,6,5,0,0,1,3,2,2,1,24,7,104,37,13,32,2,18,11,2,60,48,38,55,997,1359,4,35,169,7,153,0,1,1,0,0,23,7,1,0,0,16,0,1816,6,226,138,500,5,94,0,445,149,0,0,0,0,1,1,23,23,6,0,0,0,34,6,0,0,0,0,0,0,0,36,34,0,109,0,0,2,0,0,25
Marcel Tisserand,57,IGT,BUND,D,28,2389,27,1,2,9,0,0,0,1,0,1,0,16,6,65,0,0,5,1,4,0,12,30,22,50,12,706,998,0,93,146,15,147,0,1,15,6,0,1,0,0,0,0,4,0,1349,27,126,133,281,2,41,0,338,161,0,0,0,0,0,0,0,0,4,0,0,0,48,3,0,0,0,0,3,0,0,127,122,0,138,0,1,2,3,0,23
Riza Durmisi,64,BET,LIGA,D,27,2387,27,0,3,4,0,0,1,4,1,3,1,22,4,31,159,35,47,3,31,12,4,47,34,23,31,611,801,19,7,93,26,111,2,1,9,1,0,13,3,1,0,0,22,0,1553,45,246,103,433,8,174,0,424,69,0,0,0,0,28,4,45,35,26,7,2,1,43,8,0,0,0,0,0,0,0,46,45,0,47,0,0,2,0,0,48
Thiago Silva,27,PSG,FRAN,D,27,2385,27,0,1,1,0,0,3,2,0,0,2,21,10,52,0,0,12,4,10,0,26,33,27,14,25,2019,2151,0,60,172,2,120,0,1,20,10,3,1,0,0,0,0,0,0,2461,26,91,42,573,3,27,1,150,324,0,0,0,0,0,0,0,0,2,0,0,0,20,13,0,0,0,0,0,0,0,112,110,0,134,0,1,2,3,1,3
Yuya Osako,42,KOE,BUND,F,30,2376,27,3,11,4,0,0,7,6,0,5,1,43,20,18,17,3,33,8,27,0,3,43,36,47,53,525,749,3,38,110,28,158,1,0,22,12,4,21,8,3,0,2,45,0,1198,84,213,218,381,0,75,1,421,38,0,0,0,0,0,0,0,0,14,0,0,0,34,2,0,0,0,0,0,0,0,17,17,0,33,5,0,6,2,3,70
Mehdi Abeid,58,DIJ,FRAN,M,28,2375,27,1,4,8,0,0,3,2,1,2,0,44,13,48,55,20,32,6,19,10,6,78,62,54,41,1120,1313,5,32,241,43,188,1,0,7,1,1,37,12,2,0,0,39,0,1818,25,177,155,478,1,85,0,324,116,0,0,0,0,15,5,32,28,10,9,3,2,39,6,0,0,0,0,1,0,0,27,27,0,79,1,0,0,1,1,54
Kevin 66net-Paquet,42,ASS,FRAN,F,34,2372,27,7,11,0,0,0,4,4,1,4,0,46,14,28,63,12,40,5,36,0,5,43,32,23,28,594,759,12,24,143,35,129,0,1,35,8,4,11,6,0,0,0,76,0,1338,112,257,229,423,5,65,0,432,27,0,0,0,0,0,0,0,0,37,0,0,0,29,8,0,0,0,0,0,0,0,12,12,0,9,1,0,15,5,3,83
Alessio 38agnoli,45,MIL,SERI,D,27,2370,27,0,1,5,1,1,1,1,0,0,1,13,4,42,2,2,9,1,8,0,12,29,19,18,17,1358,1544,2,63,109,2,109,0,1,10,4,1,3,0,0,0,0,3,0,1859,18,136,59,462,7,15,0,208,197,0,0,0,0,0,0,0,0,2,0,0,0,27,9,0,0,0,0,0,0,0,154,143,0,77,0,0,4,1,0,3
Victor Ruiz,33,VIL,LIGA,D,28,2367,27,1,0,4,0,2,1,1,0,0,1,5,2,61,0,0,6,2,5,0,21,20,13,33,12,1110,1318,0,61,108,5,97,0,0,4,2,1,1,0,0,0,0,5,0,1614,14,69,91,325,8,26,0,238,196,0,0,0,0,0,0,0,0,2,0,0,0,20,12,0,0,0,0,0,0,0,111,103,0,88,1,0,0,1,1,6
Lamine Sane,64,SVW,BUND,D,27,2364,27,0,3,3,0,0,1,1,0,0,1,6,1,75,0,0,2,1,1,0,17,38,27,27,19,861,1019,0,70,81,4,125,1,4,5,1,1,1,0,0,0,0,0,0,1390,10,49,77,205,3,10,0,180,122,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,174,162,0,91,0,0,4,0,1,6
Niklas Stark,47,BSC,BUND,D,27,2355,27,0,5,6,0,0,1,0,0,0,0,21,4,69,0,0,4,0,3,1,25,66,47,40,35,1029,1211,0,48,87,2,147,1,0,12,2,1,9,2,0,0,1,4,0,1564,20,81,103,233,1,12,0,207,95,0,0,0,0,0,0,0,0,2,0,0,0,32,6,0,0,0,0,0,0,0,76,69,0,81,0,0,1,2,1,5
Jhon Cordoba,55,M05,BUND,F,29,2351,27,2,11,8,0,1,5,3,0,3,0,59,19,15,21,3,18,3,15,0,2,21,16,66,94,334,488,3,80,85,47,229,0,0,49,16,5,10,3,0,0,2,97,0,1098,149,146,335,249,0,41,0,444,8,0,0,0,0,0,0,0,0,42,0,0,0,38,3,0,0,0,0,0,0,0,26,23,0,9,0,0,46,10,2,114
Emil Forsberg,39,RBL,BUND,F/M,30,2346,27,3,13,1,0,1,8,19,2,12,7,49,21,45,131,48,94,17,42,33,1,28,23,26,51,643,846,2,17,145,69,163,0,0,27,10,4,22,11,4,1,1,50,0,1501,101,336,186,577,1,211,0,487,31,2,1,1,0,18,4,108,98,26,6,2,0,33,5,0,0,0,0,0,0,0,11,9,0,24,6,0,6,5,2,120
Adam Lallana,42,LIV,EPL,M,31,2346,27,4,17,3,0,0,8,7,1,6,1,50,20,20,48,10,42,4,35,0,2,51,34,17,30,1186,1408,9,25,156,33,135,0,0,30,15,8,20,5,0,0,0,57,0,1872,116,510,176,845,4,104,0,401,77,0,0,0,0,0,0,5,2,29,0,0,0,32,3,0,0,0,0,0,0,0,21,20,0,29,3,0,12,2,4,56
Daniele De Rossi,38,ROM,SERI,M,31,2345,27,4,9,9,0,0,4,4,2,3,1,20,7,62,25,7,27,5,18,5,17,62,48,22,25,1476,1723,2,22,147,12,120,0,2,14,7,4,6,0,0,0,0,8,0,2071,25,324,78,819,7,107,0,293,205,2,2,0,0,14,2,9,7,6,2,0,0,30,6,0,0,0,0,0,0,0,35,34,0,157,5,0,2,1,3,16
Ezequiel Garay,65,VAL,LIGA,D,27,2340,27,0,2,7,0,0,4,0,0,0,0,11,7,58,3,2,4,0,4,0,14,36,27,23,16,966,1206,2,53,136,4,107,1,2,9,6,4,2,1,0,0,0,2,1,1545,23,82,65,287,0,20,0,265,159,0,0,0,0,0,0,0,0,2,0,0,0,44,5,0,0,0,0,0,0,0,143,136,0,106,0,0,0,0,3,5
Georges Mandjeck,72,MET,FRAN,M,29,2339,27,2,6,7,0,0,3,0,0,0,0,18,5,50,3,0,15,2,14,1,4,59,38,59,56,788,1007,0,59,188,29,198,0,0,10,5,3,8,0,0,0,0,26,0,1375,25,138,181,388,1,24,0,294,131,0,0,0,0,0,0,0,0,7,0,0,0,52,6,0,0,0,0,0,0,0,37,35,0,77,2,0,0,3,1,42
Julien Cetout,54,NAN,FRAN,D,28,2335,27,1,4,3,0,0,1,2,1,2,0,18,4,51,56,11,24,2,18,4,11,41,25,18,22,742,968,7,19,152,8,89,0,0,11,1,1,7,3,0,0,0,13,0,1483,32,157,96,371,12,66,0,342,113,0,0,0,0,5,1,10,9,10,1,0,0,39,8,0,0,0,0,0,0,0,48,47,0,69,1,0,0,0,0,15
Franck Beria,47,LIL,FRAN,D,28,2329,27,1,3,6,1,1,1,0,0,0,0,13,2,57,28,7,15,3,13,2,11,25,19,47,32,771,974,7,74,137,9,138,0,2,7,2,1,6,0,0,0,0,12,0,1573,23,132,111,335,15,34,0,312,119,0,0,0,0,0,0,0,0,3,0,0,0,24,8,0,0,0,0,1,0,0,93,89,0,31,0,0,0,1,0,15
Joris Gnagnon,42,REN,FRAN,D,27,2328,27,0,3,2,0,0,1,0,0,0,0,21,7,43,3,1,3,1,3,0,18,46,39,28,30,802,914,1,66,195,10,149,1,0,20,7,1,1,0,0,0,0,5,0,1261,27,34,82,218,5,5,1,132,121,0,0,0,0,0,0,0,0,3,1,0,0,27,8,0,0,0,0,0,0,0,112,112,0,35,1,0,0,6,0,11
Oscar Trejo,41,TFC,FRAN,M,29,2320,27,2,16,4,0,0,2,5,2,1,4,26,9,27,143,52,62,7,22,35,2,83,61,55,58,884,1181,8,20,227,86,242,0,2,13,5,2,13,4,0,0,0,93,0,1945,49,311,278,660,1,238,1,636,93,0,0,0,0,37,12,89,80,21,0,0,0,26,1,0,0,0,0,0,0,0,7,6,0,39,6,0,2,1,2,130
Federico Bernardes61,57,FIO,SERI,F/M,32,2310,27,5,17,5,0,1,11,4,0,4,0,70,28,21,108,28,57,10,39,14,1,13,10,33,62,660,848,10,5,144,61,138,0,0,26,13,7,44,15,4,0,0,68,0,1476,80,238,167,441,3,169,1,489,32,4,3,0,1,11,5,75,56,31,10,3,1,40,2,0,0,0,0,1,0,0,11,10,0,49,4,0,5,1,5,108
Yoann Gourcuff,42,REN,FRAN,M,27,2299,27,0,8,3,0,0,4,3,0,1,2,38,9,13,78,25,47,7,34,10,5,37,29,18,39,977,1193,4,29,152,20,125,0,1,12,4,2,26,5,2,0,0,58,0,1620,37,352,128,696,2,125,0,396,58,0,0,0,0,14,5,43,40,9,3,0,0,22,5,0,0,0,0,0,0,0,21,20,0,45,5,0,5,0,2,32
Miguel Britos,68,WAT,EPL,D,27,2283,27,0,3,7,2,2,1,2,0,0,2,18,5,49,12,2,7,2,4,1,18,34,31,36,24,702,1021,2,85,139,3,141,0,2,16,5,1,2,0,0,0,0,5,0,1410,32,90,105,263,11,44,0,365,149,0,0,0,0,0,0,0,0,8,0,0,0,36,4,0,0,0,0,1,0,0,145,141,0,94,0,0,2,2,1,6
Duje Cop,72,SPO,LIGA,F,31,2280,27,4,11,7,0,0,9,3,0,3,0,67,27,9,20,4,22,5,18,0,1,11,6,34,26,374,599,4,59,72,7,98,0,0,46,20,6,21,7,3,0,0,43,0,951,100,160,191,268,1,53,0,388,10,4,3,1,0,0,0,1,1,13,4,3,2,39,4,0,0,0,0,0,0,0,35,31,0,10,0,0,4,7,5,26
Stefan de Vrij,51,LAZ,SERI,D,27,2272,27,0,5,3,0,0,2,3,0,1,2,9,2,60,1,0,8,3,5,0,14,52,42,22,9,1033,1205,0,44,187,9,114,1,0,7,1,1,2,1,1,0,0,3,0,1536,16,82,69,272,9,20,0,188,165,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,110,108,0,131,0,0,0,0,0,9
Zou Feddal,43,ALA,LIGA,D,27,2245,27,0,2,7,2,2,2,1,0,0,1,11,4,63,4,3,7,2,6,0,20,26,18,30,11,713,937,3,45,134,4,84,0,0,11,4,2,0,0,0,0,0,2,0,1310,23,69,66,212,8,25,1,267,144,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,155,153,0,111,0,0,1,0,2,5
Valere Germain,31,ASM,FRAN,F,36,2240,27,9,22,0,0,0,10,3,0,3,0,67,32,12,28,3,22,1,19,0,4,23,16,10,18,480,628,3,52,69,7,97,0,0,57,27,9,10,5,1,1,1,26,0,946,101,187,159,340,0,33,0,249,6,0,0,0,0,0,0,0,0,22,0,0,0,14,2,0,0,0,0,0,0,0,38,35,0,12,0,0,8,13,5,18
Opa Nguette,72,MET,FRAN,F/M,34,2230,27,7,18,4,0,0,2,2,0,2,0,20,13,25,23,3,21,0,19,0,3,70,46,41,45,378,504,3,38,128,68,221,0,1,12,8,2,8,5,0,1,1,55,0,1075,75,169,240,284,9,32,0,371,11,0,0,0,0,0,0,0,0,11,0,0,0,42,3,0,0,0,0,0,0,0,11,11,0,5,0,0,2,3,1,121
Kerem Demirbay,37,TSG,BUND,M,28,2181,27,1,14,4,0,0,6,8,0,3,5,51,18,45,84,25,60,12,34,18,1,55,36,53,35,812,1029,6,10,125,58,158,0,0,17,8,3,34,10,3,0,0,60,0,1630,47,240,226,492,5,139,0,470,68,0,0,0,0,11,3,55,51,20,12,3,1,25,1,0,0,0,0,0,0,0,15,15,0,64,4,0,2,1,1,123
Jorginho,39,NAP,SERI,M,27,2148,27,0,14,3,0,0,0,3,1,2,1,23,5,52,12,2,38,5,34,1,5,64,46,28,26,2396,2647,0,13,185,11,112,0,0,3,0,0,20,5,0,0,0,16,0,2944,3,551,92,1430,0,108,0,305,236,0,0,0,0,7,2,0,0,6,0,0,0,19,7,0,0,0,0,0,0,0,17,16,0,81,6,0,0,1,0,14
Nacer Chadli,51,WBA,EPL,M,31,2147,27,4,19,2,0,0,5,5,1,3,2,47,18,22,57,20,33,6,22,6,3,29,20,17,15,531,661,9,19,106,19,81,0,0,25,10,5,22,8,0,0,0,44,0,1017,79,220,139,390,1,78,0,278,26,1,1,0,0,5,0,25,24,13,3,1,0,32,0,0,0,0,0,0,0,0,10,10,0,23,3,0,3,4,4,40
Willian Jose,53,RSO,LIGA,F,28,2077,27,1,17,4,0,0,12,4,0,3,1,69,29,7,18,4,20,3,16,0,1,8,6,47,41,495,682,4,29,72,12,90,0,0,42,20,12,27,9,0,0,0,53,0,1004,88,185,156,363,0,42,0,317,32,3,3,0,0,0,0,0,0,11,6,2,0,33,1,0,0,0,0,0,0,0,20,20,0,51,2,0,16,1,7,21
Nikola Kalinic,57,FIO,SERI,F,32,2482,26,6,4,5,0,1,15,2,0,2,0,90,41,6,9,2,36,3,33,0,4,5,4,44,67,469,598,2,50,52,21,140,0,0,80,38,14,10,3,1,1,0,40,0,957,141,186,176,315,0,36,0,255,11,2,1,0,1,0,0,0,0,14,0,0,0,38,7,0,0,0,0,0,0,0,16,16,0,10,3,0,34,18,9,41
Matthias Ginter,40,BVB,BUND,D,29,2475,26,3,1,4,0,0,0,1,0,0,1,20,2,44,5,2,8,1,7,0,8,37,24,21,27,1871,2147,2,95,119,8,166,1,1,17,2,0,3,0,0,0,0,6,0,2454,31,217,91,756,3,42,0,304,240,0,0,0,0,0,0,0,0,6,0,0,0,34,7,0,0,0,0,1,0,0,71,69,0,60,0,0,2,1,0,10
Blaise Matuidi,27,PSG,FRAN,M,34,2415,26,8,7,4,0,0,4,4,0,4,0,42,13,40,51,10,27,7,23,0,2,60,42,50,36,1539,1695,10,42,141,21,156,0,0,29,8,3,13,5,1,0,1,34,0,2174,84,350,162,814,2,66,0,316,169,0,0,0,0,0,0,3,0,19,0,0,0,22,8,0,0,0,0,0,0,0,19,19,0,46,2,0,11,2,1,36
Leonardo Bonucci,27,JUV,SERI,D,29,2406,26,3,1,5,0,0,3,0,0,0,0,19,5,61,5,3,10,1,10,0,13,29,21,27,16,1648,1889,3,39,128,4,87,1,2,12,4,2,7,1,1,0,0,6,0,2196,20,176,77,554,6,47,0,275,354,0,0,0,0,0,0,0,0,7,0,0,0,23,11,0,0,0,0,0,0,0,95,91,0,230,1,0,4,2,1,6
Assane Diousse,61,EMP,SERI,M,33,2402,26,7,5,13,0,0,0,0,0,0,0,10,0,59,5,0,11,1,11,0,13,52,40,54,23,1505,1744,0,21,286,20,110,1,0,1,0,0,9,0,0,0,0,27,0,2092,2,188,141,678,1,48,0,307,166,0,0,0,0,0,0,0,0,4,0,0,0,47,5,0,0,0,0,1,0,0,35,35,0,69,3,0,0,0,0,21
Jaroslav Plasil,43,GIR,FRAN,M,37,2393,26,11,6,2,0,0,1,5,1,3,2,23,5,40,20,4,23,2,17,1,4,78,55,24,45,974,1183,2,31,157,19,170,1,0,7,1,0,16,4,1,0,0,21,0,1566,21,229,135,531,4,42,0,286,113,0,0,0,0,1,0,8,6,3,2,0,0,37,7,0,0,0,0,0,0,0,34,32,0,40,2,0,3,2,0,20
Sergi Roberto,37,BAR,LIGA,M/D,32,2382,26,6,5,5,0,0,0,6,0,6,0,16,5,49,50,14,35,4,29,0,6,64,43,20,29,1384,1572,14,34,129,39,160,2,0,8,3,0,8,2,0,0,0,31,0,2193,59,406,102,855,9,82,0,321,95,0,0,0,0,0,0,0,0,12,0,0,0,27,7,0,0,0,0,0,0,0,29,27,0,58,0,0,0,0,0,54
Faouzi Ghoulam,39,NAP,SERI,D,29,2379,26,3,0,1,0,0,0,6,2,5,1,18,6,28,217,52,58,7,34,17,6,29,25,17,24,1384,1582,27,42,144,19,113,1,0,2,1,0,16,5,0,0,0,18,0,2287,22,385,82,877,18,231,0,459,135,0,0,0,0,1,1,103,83,38,9,2,0,30,8,0,0,0,0,1,0,0,49,46,0,46,0,0,4,0,0,31
Gideon Jung,61,HSV,BUND,D,29,2371,26,3,2,3,0,0,0,0,0,0,0,12,2,56,1,0,4,0,4,0,10,55,38,51,39,528,761,0,61,134,9,161,0,0,11,1,0,1,1,0,0,0,6,0,1112,19,84,136,206,5,25,0,285,90,0,0,0,0,0,0,0,0,6,0,0,0,46,7,0,0,0,0,0,0,0,76,75,0,72,0,1,3,0,0,20
Emre Can,42,LIV,EPL,M/D,32,2368,26,6,3,6,0,0,5,2,0,2,0,45,11,32,23,4,33,2,30,0,3,66,48,70,30,1351,1658,4,68,179,21,181,0,1,22,5,3,23,6,2,0,0,24,0,2096,58,383,194,771,7,101,0,411,104,0,0,0,0,0,0,0,0,10,0,0,0,28,8,0,0,0,0,0,0,0,53,51,0,104,2,0,2,2,1,38
Nicolas Hofler,60,SCF,BUND,M,28,2368,26,2,3,7,0,0,1,1,1,1,0,7,2,68,1,0,9,1,8,0,17,50,35,41,31,1142,1368,0,70,99,9,152,0,1,3,1,1,4,1,0,0,0,23,0,1729,9,147,140,437,6,20,0,288,132,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,0,0,0,71,68,0,50,1,0,0,0,0,15
Matias Vecino,57,FIO,SERI,M,31,2351,26,5,2,7,0,0,3,4,0,4,0,59,19,29,19,4,37,2,33,0,5,63,41,60,22,1618,1834,4,39,157,35,158,0,1,23,6,1,36,13,2,0,0,27,0,2231,54,375,167,930,5,37,0,295,173,0,0,0,0,0,0,1,0,9,0,0,0,44,4,0,0,0,0,0,0,0,33,32,0,77,0,0,1,1,1,45
Ivan Rakitic,37,BAR,LIGA,M,32,2344,26,6,10,5,0,0,8,5,0,4,1,48,17,34,69,18,26,3,15,6,2,52,37,29,41,1333,1553,8,29,164,23,145,0,0,28,12,7,20,5,1,0,0,37,0,2013,62,380,127,825,2,110,0,379,83,0,0,0,0,1,1,47,36,20,1,0,0,24,7,0,0,0,0,0,0,0,12,12,0,85,0,0,3,1,3,38
Luiz Gustavo,52,WOB,BUND,M,27,2344,26,1,1,6,1,1,0,0,0,0,0,19,5,88,10,1,4,0,4,0,18,67,40,50,40,1072,1275,1,38,150,10,153,0,2,10,2,0,9,3,0,0,0,17,0,1678,25,151,131,401,5,31,0,263,157,0,0,0,0,0,0,0,0,4,0,0,0,36,8,0,0,0,0,0,0,0,60,60,0,130,0,0,1,0,0,17
