Player Name,Team,Goals Conceded by team per season,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,30,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A66,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR43,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Jimmy Briand,GUI,59,FRAN,F,37,3211,36,1,4,4,0,0,11,2,0,2,0,73,25,14,20,2,27,2,24,1,2,37,23,48,95,730,972,1,70,138,23,216,0,0,58,23,11,15,2,0,0,0,60,0,1562,124,250,258,514,3,58,0,471,30,4,3,0,1,0,0,1,1,16,0,0,0,51,10,0,0,0,0,1,0,0,48,48,0,11,4,0,36,7,8,42
Jan Vertonghen,TOT,36,EPL,D,36,3205,36,0,2,4,0,0,0,0,0,0,0,24,4,60,15,2,12,2,10,2,11,64,41,20,25,2147,2488,2,118,247,30,235,0,0,10,2,0,14,2,0,0,0,6,0,3016,28,287,111,942,7,42,0,395,349,0,0,0,0,0,0,0,0,5,0,0,0,31,15,0,0,0,0,1,0,0,170,170,0,164,1,0,1,1,0,38
Jonny,CEL,60,LIGA,M/D,36,3203,36,0,2,10,0,0,2,1,0,1,0,15,4,93,51,11,22,2,21,0,8,102,78,50,37,1459,1740,11,37,213,45,219,1,0,7,2,2,8,2,0,0,1,36,0,2714,46,301,196,695,21,93,0,496,143,0,0,0,0,0,0,0,0,10,0,0,0,56,6,0,0,0,0,1,0,0,73,73,0,91,5,1,1,1,2,74
Ederson,MCI,27,EPL,G,36,3195,36,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,792,928,0,12,286,1,20,2,4,0,0,0,0,0,0,0,0,1,0,1236,0,18,1,44,0,13,0,147,46,0,0,0,0,0,0,0,0,0,0,0,0,26,16,58,37,19,39,0,2,2,29,29,14,147,0,0,0,0,0,1
Lucas 46reira,SAM,60,SERI,M,36,3184,36,0,5,6,0,0,4,1,2,0,1,33,10,73,122,30,36,2,17,18,17,104,75,46,83,1902,2184,2,22,298,35,241,0,1,4,2,0,29,8,4,0,0,35,0,2854,12,356,162,1088,5,183,0,464,206,0,0,0,0,25,8,98,87,11,6,2,2,53,7,0,0,0,0,1,0,0,31,31,0,91,1,0,1,1,0,44
28ulo,VER,78,SERI,M/D,37,3172,36,1,4,7,0,0,3,5,0,3,2,29,8,43,193,40,50,4,35,10,2,58,44,30,30,1024,1282,27,8,219,58,154,0,0,16,6,3,13,2,0,0,0,43,0,2069,41,255,168,565,7,208,0,576,90,2,2,0,0,18,3,60,53,25,5,0,0,73,6,0,0,0,0,0,0,0,34,34,0,49,2,0,4,4,2,86
Ronny Rodelin,SMC,52,FRAN,F,37,3167,36,1,6,1,0,0,5,5,0,4,1,108,30,28,76,11,57,12,52,0,2,34,22,23,32,928,1265,11,140,172,56,260,1,0,54,14,3,54,16,2,0,0,58,0,1883,106,373,224,666,1,126,0,575,74,1,0,1,0,0,0,0,0,30,9,4,0,46,10,0,0,0,0,0,0,0,39,39,0,84,4,0,13,9,1,73
Martin Olsson,SWA,56,EPL,D,36,3154,36,0,5,7,0,0,0,1,0,1,0,18,1,31,163,23,14,0,13,0,4,34,26,27,25,842,1146,23,47,156,11,116,0,0,8,0,0,10,1,0,0,0,26,0,1948,29,191,115,446,14,154,0,592,81,0,0,0,0,0,0,0,0,24,1,0,0,50,8,0,0,0,0,2,0,0,67,67,0,46,0,0,2,1,0,27
Joe Allen,STO,68,EPL,M,36,3142,36,0,3,8,0,0,2,6,0,5,1,24,4,58,37,11,31,4,24,1,9,96,62,49,49,1101,1358,5,36,244,44,225,0,1,14,4,2,10,0,0,0,0,68,0,1976,55,350,246,692,14,78,0,428,100,0,0,0,0,1,0,9,8,14,0,0,0,55,6,0,0,0,0,0,0,0,54,54,0,44,2,0,0,1,1,55
Manuel 49zari,SPL,59,SERI,D,36,3121,36,0,5,4,0,0,2,1,0,1,0,23,5,32,169,28,27,3,26,0,7,60,47,23,84,880,1046,28,7,152,89,239,0,2,10,4,2,13,1,0,1,0,55,0,2145,45,228,216,476,21,144,0,544,50,0,0,0,0,1,0,4,0,37,0,0,0,54,4,0,0,0,0,1,0,0,49,49,0,40,2,0,2,0,1,157
Lorenzo Insigne,NAP,29,SERI,F/M,37,3103,36,1,12,4,0,0,8,11,0,11,0,177,67,17,73,10,103,23,90,1,0,29,17,10,33,2079,2441,10,4,170,62,128,0,0,104,45,7,73,22,1,0,0,56,0,3180,260,794,145,1534,1,224,0,663,32,1,1,0,0,0,0,8,6,53,4,0,0,27,12,0,0,0,0,0,0,0,3,3,0,48,8,0,34,16,4,116
Gael Kakuta,ASC,42,FRAN,F/M,36,3092,36,0,9,3,0,0,6,6,0,5,1,54,18,28,170,43,65,12,38,20,3,52,31,17,63,841,1217,15,42,206,87,241,0,0,12,5,2,42,13,4,1,0,131,0,2101,49,305,333,587,6,227,0,822,65,1,0,1,0,35,8,81,66,27,10,4,2,35,7,0,0,0,0,0,0,0,14,14,0,47,4,0,7,3,0,138
Kevin De Bruyne,MCI,27,EPL,F/M,37,3083,36,1,13,2,0,0,8,16,5,15,1,94,39,25,248,61,106,19,56,33,2,62,43,30,33,2247,2694,14,15,207,63,172,0,1,22,10,3,72,29,5,1,0,60,0,3542,91,993,187,1677,2,405,0,810,127,0,0,0,0,32,9,151,85,60,15,6,1,22,8,0,0,0,0,0,0,0,12,12,0,130,16,0,2,3,1,87
Julien Feret,SMC,52,FRAN,M,37,3069,36,1,12,3,0,0,0,1,0,0,1,27,2,49,130,43,71,11,40,29,7,41,27,22,33,1261,1572,7,93,283,25,189,0,2,3,0,0,24,2,0,0,0,41,0,2168,22,371,190,803,4,179,0,523,157,0,0,0,0,22,5,74,71,17,0,0,0,48,9,0,0,0,0,1,0,0,53,53,0,115,5,0,0,0,0,38
Xherdan Shaqiri,STO,68,EPL,F/M,36,3049,36,0,10,5,0,0,8,7,0,3,4,69,32,16,201,56,77,14,40,28,1,25,17,28,50,839,1055,14,5,153,39,119,0,2,25,15,3,44,17,5,0,0,57,0,1735,53,311,160,598,2,280,0,567,66,1,0,0,1,37,14,88,84,22,8,1,1,58,4,0,0,0,0,0,0,0,4,4,0,76,6,0,15,3,2,68
Stefan de Vrij,LAZ,49,SERI,D,36,3041,36,0,7,3,0,0,6,1,0,0,1,14,8,72,0,0,5,0,4,0,24,31,21,19,10,1406,1538,0,44,245,8,92,1,0,11,8,6,3,0,0,0,0,3,0,1911,21,85,55,382,3,9,1,149,212,0,0,0,0,0,0,0,0,2,0,0,0,42,9,0,0,0,0,2,0,0,152,152,0,100,0,0,1,0,5,9
Jonas Martin,STR,67,FRAN,M,36,3040,36,0,19,6,0,0,4,2,1,2,0,27,11,34,49,12,42,5,32,8,3,72,50,55,40,1438,1684,2,51,214,27,186,0,0,13,7,4,14,4,0,0,0,50,0,2190,43,306,215,723,6,96,0,400,111,3,3,0,0,13,4,19,18,3,1,0,0,60,1,0,0,0,0,0,0,0,28,28,0,74,5,0,3,1,4,40
Giovanni Simeone,FIO,46,SERI,F,38,3010,36,2,13,3,0,0,14,4,0,4,0,107,38,12,19,0,37,3,33,0,1,32,23,58,48,383,536,0,43,102,32,155,0,0,82,31,14,25,7,0,0,0,65,0,1102,163,178,327,290,1,39,0,386,8,0,0,0,0,0,0,0,0,16,0,0,0,41,6,0,0,0,0,0,0,0,31,31,0,15,1,0,35,12,10,61
Am49 Ndiaye,GET,33,LIGA,M,37,2883,36,1,26,9,0,0,3,3,0,3,0,42,13,33,21,3,23,4,20,0,3,78,53,72,62,380,559,3,21,183,43,202,0,0,28,11,3,14,2,0,0,0,67,0,1189,88,173,302,274,10,46,0,442,20,0,0,0,0,0,0,0,0,24,0,0,0,24,2,0,0,0,0,0,0,0,10,10,0,26,2,0,10,5,2,98
Asier Illarramendi,RSO,59,LIGA,M,36,3163,35,1,1,8,1,1,7,5,0,2,3,35,11,75,49,18,34,5,20,9,8,85,57,34,68,2203,2517,7,25,285,30,206,0,0,11,6,5,24,5,2,0,0,24,0,3058,20,489,134,1147,6,127,1,424,283,0,0,0,0,20,10,7,5,11,2,1,1,55,8,0,0,0,0,0,0,0,29,29,0,128,2,0,0,1,4,39
Saul,ATM,22,LIGA,M,36,3157,35,1,2,9,0,0,2,3,0,3,0,53,9,55,19,1,21,7,18,0,12,132,90,67,35,1393,1690,1,76,237,59,301,0,0,19,4,1,34,5,1,0,1,31,0,2406,57,337,292,770,4,56,0,453,142,0,0,0,0,0,0,0,0,13,2,0,0,22,19,0,0,0,0,0,0,0,73,73,0,65,2,0,5,1,1,96
Kelvin Amian,TFC,54,FRAN,M/D,36,3154,35,1,1,3,0,1,1,1,0,1,0,15,6,46,43,10,11,1,8,2,8,59,43,26,15,755,975,10,38,156,19,129,1,0,6,3,1,9,3,0,0,0,20,0,1716,20,185,107,396,13,63,0,364,118,0,0,0,0,0,0,0,0,7,0,0,0,47,12,0,0,0,0,1,0,0,111,111,0,68,0,0,0,2,0,34
Thibaut Courtois,CHE,38,EPL,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,692,983,0,4,302,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1338,0,34,3,103,0,7,0,300,104,0,0,0,0,0,0,0,0,0,0,0,0,34,15,76,41,33,12,2,2,0,17,17,9,188,0,0,0,0,0,0
Jack Butland,STO,68,EPL,G,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,3,540,1169,0,8,357,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1516,0,108,1,357,0,18,0,643,358,0,0,0,0,0,0,0,0,0,0,0,0,61,6,144,83,59,26,0,5,0,40,40,14,403,0,0,0,0,0,1
Pichu Cuellar,LGN,51,LIGA,G,35,3150,35,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,4,3,0,7,418,1028,0,16,336,0,23,4,2,0,0,0,0,0,0,0,0,0,0,1314,0,88,5,290,0,16,0,626,292,0,0,0,0,0,0,0,0,0,0,0,0,43,14,97,60,36,22,0,6,1,32,32,10,331,0,2,0,0,0,0
Edgar Ie,LIL,67,FRAN,D,35,3146,35,0,1,6,0,1,1,0,0,0,0,13,4,81,35,3,13,0,10,3,24,75,42,29,18,1467,1736,3,83,238,21,194,1,2,11,4,1,2,0,0,0,0,23,0,2401,36,167,145,564,7,39,0,394,210,0,0,0,0,0,0,0,0,6,0,0,0,63,5,0,0,0,0,1,0,0,126,126,0,61,0,0,2,1,0,27
Ivan Radovanovic,CHI,59,SERI,M/D,35,3141,35,0,1,6,0,1,1,2,0,2,0,33,9,48,30,6,14,0,11,1,16,55,35,33,39,1454,1789,5,65,245,8,162,0,1,0,0,0,33,9,1,0,0,21,0,2238,5,259,118,706,6,77,0,416,215,0,0,0,0,2,0,14,14,10,4,1,0,51,7,0,0,0,0,0,0,0,101,101,0,197,1,0,0,0,0,11
Ryan Bertrand,SOU,56,EPL,M/D,35,3136,35,0,2,2,0,0,0,4,0,3,1,20,3,44,136,25,36,3,27,5,9,48,35,32,33,1167,1481,14,44,147,17,141,0,0,12,2,0,8,1,0,1,0,21,0,2357,54,415,135,762,14,176,0,564,103,0,0,0,0,7,1,33,29,34,3,1,0,49,6,0,0,0,0,0,0,0,59,59,0,40,1,0,1,3,0,37
Andros Townsend,CRY,55,EPL,F/M,36,3129,35,1,9,3,0,0,2,7,2,6,1,62,14,35,176,45,66,14,44,14,1,60,34,10,46,804,1023,16,4,182,84,193,0,0,22,3,1,40,11,1,0,2,73,0,1851,93,399,185,653,7,203,1,575,21,0,0,0,0,22,9,49,44,41,2,0,0,48,5,0,0,0,0,0,0,0,21,21,0,33,2,0,6,2,0,122
Elseid Hysaj,NAP,29,SERI,D,35,3125,35,0,1,3,0,1,0,1,0,1,0,11,2,45,52,8,20,3,19,0,4,65,45,29,17,1997,2297,8,37,264,24,143,0,4,4,1,0,7,1,0,0,0,27,0,3125,22,413,142,1002,11,88,0,469,117,0,0,0,0,0,0,0,0,18,0,0,0,25,18,0,0,0,0,2,0,0,57,57,0,68,0,0,2,0,0,47
Roberto Rosales,MAL,61,LIGA,D,35,3125,35,0,2,10,0,0,1,0,0,0,0,18,6,58,168,47,54,3,30,24,13,104,69,47,22,1052,1410,26,50,245,18,193,1,0,4,3,1,14,3,0,0,0,24,0,2426,20,288,164,608,18,241,0,664,173,0,0,0,0,17,6,44,43,20,3,2,0,53,6,0,0,0,0,2,0,0,86,86,0,102,0,0,3,0,0,34
Davy Propper,BHA,54,EPL,M,35,3120,35,0,1,2,0,1,0,4,0,4,0,36,5,59,12,3,19,1,15,0,11,72,43,41,11,1085,1388,3,47,243,36,165,0,2,14,4,0,22,1,0,0,0,23,0,1871,30,232,187,559,12,39,0,402,134,0,0,0,0,0,0,0,0,6,0,0,0,50,9,0,0,0,0,0,0,0,69,69,0,114,1,0,2,3,0,53
Nemanja Matic,MUN,28,EPL,M/D,36,3119,35,1,2,6,0,0,1,1,1,1,0,18,3,64,18,4,24,2,23,0,13,70,42,33,22,2281,2601,4,57,317,54,202,1,1,3,1,0,15,2,1,0,0,31,0,3117,28,504,148,1119,6,61,1,430,255,0,0,0,0,1,0,1,0,9,0,0,0,26,16,0,0,0,0,0,0,0,56,56,0,175,1,0,2,0,0,65
Stephane Ruffier,ASS,50,FRAN,G,35,3112,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655,1012,0,5,254,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1304,2,14,2,99,0,3,0,361,100,0,0,0,0,0,0,0,0,0,0,0,0,44,12,109,67,40,5,0,6,1,22,22,6,244,0,0,0,0,0,0
Marcelo,OL,43,FRAN,D,35,3106,35,0,1,5,0,1,3,1,0,1,0,22,10,58,2,0,6,2,4,1,18,28,26,32,6,1954,2231,0,140,213,5,179,2,2,22,10,3,0,0,0,0,0,5,1,2675,33,108,98,605,8,47,1,308,379,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0,0,0,0,0,0,0,225,225,0,206,1,0,1,2,3,5
Remy Vercoutre,SMC,52,FRAN,G,35,3104,35,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,2,0,2,526,964,0,7,238,1,12,1,1,0,0,0,0,0,0,0,0,0,1,1222,0,98,1,274,0,11,0,442,274,0,0,0,0,0,0,0,0,0,0,0,0,48,11,91,50,39,7,0,4,0,29,29,15,380,0,0,0,0,0,1
Benjamin Bourigeaud,REN,44,FRAN,F/M,37,3103,35,2,5,3,0,0,10,7,1,4,3,66,28,44,279,86,95,9,33,54,4,55,30,35,15,1180,1471,16,13,213,24,106,0,0,26,12,7,40,16,3,0,0,38,0,2246,54,388,221,793,7,310,0,620,79,3,3,0,0,55,19,149,129,42,16,4,1,41,6,0,0,0,0,1,0,0,22,22,0,87,1,0,2,3,7,49
Youssouf Sabaly,GIR,48,FRAN,D,35,3094,35,0,1,3,0,0,0,5,0,5,0,10,2,54,138,30,35,8,30,0,6,92,60,38,32,1279,1553,30,40,235,51,214,0,0,3,1,0,7,1,0,0,0,33,0,2645,23,327,160,694,22,126,1,569,134,0,0,0,0,0,0,0,0,21,0,0,0,43,9,0,0,0,0,0,0,0,85,85,0,62,2,0,2,1,0,79
Leonardo Bonucci,MIL,42,SERI,D,35,3085,35,0,0,5,0,1,2,0,0,0,0,23,7,51,12,2,15,2,15,0,22,31,22,24,25,1777,2071,2,53,147,6,112,0,0,15,7,2,8,0,0,0,0,10,0,2456,32,255,87,729,3,74,0,342,396,0,0,0,0,0,0,0,0,5,0,0,0,39,10,0,0,0,0,0,0,0,130,130,0,269,1,0,9,1,1,10
Harry Kane,TOT,36,EPL,F,37,3083,35,2,9,5,0,0,29,2,0,2,0,183,75,5,20,3,33,5,30,0,4,17,12,34,40,468,657,3,60,72,47,162,0,0,121,56,26,62,19,3,0,0,60,0,1263,228,251,231,387,0,65,0,405,29,3,2,0,1,0,0,1,0,42,10,3,0,34,11,0,0,0,0,0,0,0,19,19,0,60,6,0,42,18,20,96
Luka Mi38ojevic,CRY,55,EPL,M,36,3081,35,1,3,8,0,0,10,1,0,1,0,42,17,71,39,13,21,2,16,4,12,85,52,69,33,1325,1652,4,49,274,28,194,2,1,18,12,8,24,5,2,0,0,24,0,2198,25,316,197,710,7,86,0,426,167,8,7,0,1,10,3,24,17,9,9,2,1,52,8,0,0,0,0,0,0,0,74,74,0,122,1,0,1,2,7,37
Maxi Gomez,CEL,60,LIGA,F,36,3077,35,1,10,12,0,0,18,4,2,4,0,83,39,3,16,2,22,5,18,0,4,7,4,54,93,455,629,2,89,68,14,197,0,0,73,36,18,10,3,0,0,0,44,0,1044,123,150,218,275,0,29,0,320,18,0,0,0,0,0,0,0,0,20,1,0,0,54,3,0,0,0,0,0,0,0,34,34,0,24,0,0,32,17,11,29
Aaron Cresswell,WHU,68,EPL,D,36,3071,35,1,5,7,0,0,1,7,1,4,3,21,6,44,196,36,34,5,11,16,17,34,22,20,15,1000,1297,11,56,149,5,110,0,1,7,1,0,14,5,1,0,0,20,0,2095,15,275,104,557,7,213,0,578,148,0,0,0,0,32,9,67,59,21,8,4,1,60,10,0,0,0,0,0,0,0,110,110,0,100,0,0,3,0,0,14
Kalidou Koulibaly,NAP,29,SERI,D,35,3066,35,0,0,5,0,1,5,1,0,1,0,17,7,40,2,0,8,0,7,0,16,55,42,30,9,2720,2980,0,63,287,11,138,2,0,16,7,5,1,0,0,0,0,6,0,3324,26,185,103,1224,6,14,0,286,555,0,0,0,0,0,0,0,0,2,0,0,0,21,19,0,0,0,0,0,0,0,114,114,0,121,0,0,1,1,4,13
Jose Luis Morales,LEV,58,LIGA,F/M,35,3065,35,0,7,6,1,1,10,8,0,7,1,61,25,26,148,33,47,13,34,5,0,37,23,28,43,550,791,24,13,181,91,181,0,0,44,22,10,17,3,0,0,0,78,0,1598,174,239,281,402,6,176,0,631,26,3,3,0,0,8,2,18,15,51,0,0,0,53,7,0,0,0,0,0,0,0,14,14,0,33,3,0,9,7,9,184
Ellyes Skhiri,MON,33,FRAN,M,35,3052,35,0,3,8,0,0,4,1,0,1,0,39,10,76,8,1,32,1,31,0,10,91,54,37,31,1352,1570,1,36,225,39,196,0,3,8,3,1,31,7,3,0,0,22,0,2087,18,293,150,741,8,38,0,294,153,0,0,0,0,0,0,0,0,6,0,0,0,28,13,0,0,0,0,0,0,0,49,49,0,120,1,1,0,1,1,49
Federico 59esa,FIO,46,SERI,F/M,36,3022,35,1,11,7,0,0,6,5,1,5,0,109,30,19,110,16,57,6,51,1,1,62,41,53,60,685,881,16,9,214,75,205,0,0,57,17,5,52,13,1,0,3,76,0,1729,168,299,250,480,4,134,0,550,31,0,0,0,0,0,0,1,0,54,0,0,0,42,7,0,0,0,0,0,0,0,12,12,0,22,3,0,13,2,4,139
Dries Mertens,NAP,29,SERI,F,38,3012,35,3,14,4,0,0,18,6,1,6,0,128,49,5,30,6,58,13,52,0,2,30,23,38,42,733,972,6,3,67,41,116,0,1,82,39,15,46,10,3,1,0,55,0,1519,201,378,192,604,0,113,0,467,15,5,4,0,1,0,0,0,0,28,13,3,1,23,11,0,0,0,0,0,0,0,8,8,0,21,10,0,13,11,11,87
Portu,GIR,59,LIGA,F/M,37,3010,35,2,19,5,0,0,11,5,0,5,0,49,25,12,72,20,40,12,34,0,0,30,24,54,55,449,587,20,21,140,50,152,0,0,44,24,11,5,1,0,0,1,75,0,1159,166,229,296,347,0,79,0,425,12,0,0,0,0,0,0,0,0,32,0,0,0,51,2,0,0,0,0,0,0,0,1,1,0,9,3,0,23,8,8,118
Jean-Eudes Ah43ou,STR,67,FRAN,M,35,3010,35,0,5,4,0,0,5,0,0,0,0,38,7,79,5,0,13,0,13,0,7,69,35,46,49,1157,1347,0,54,260,40,208,0,0,14,4,3,24,3,2,0,0,29,0,1841,30,178,171,490,4,18,0,280,133,0,0,0,0,0,0,0,0,2,0,0,0,58,4,0,0,0,0,0,0,0,51,51,0,97,2,0,1,1,1,52
Tomas Rincon,TOR,46,SERI,M,36,3007,35,1,12,12,0,0,1,0,0,0,0,17,5,57,17,4,22,1,22,0,8,66,40,80,47,1239,1491,4,66,220,46,225,1,0,3,1,0,14,4,1,0,0,56,0,2007,17,272,232,635,4,58,0,389,133,0,0,0,0,0,0,0,0,5,0,0,0,41,7,0,0,0,0,0,0,0,57,57,0,112,1,0,1,0,0,56
Florian Thauvin,OM,47,FRAN,M,35,2965,35,0,16,7,0,0,22,11,1,7,4,131,52,16,206,43,76,20,57,8,1,43,27,26,52,1253,1598,27,15,150,119,229,0,1,81,36,21,50,16,1,1,0,88,0,2545,223,473,228,902,5,266,0,766,74,4,3,0,1,19,4,75,62,57,7,2,0,41,6,0,0,0,0,0,0,0,15,15,0,51,9,0,18,11,11,171
Lorenzo De Silvestri,TOR,46,SERI,M/D,35,2961,35,0,6,3,1,1,5,4,0,4,0,23,13,27,81,17,16,2,11,1,10,39,25,43,22,946,1310,17,97,133,16,171,0,0,19,11,5,4,2,0,0,0,13,0,2194,49,199,117,488,24,112,0,565,158,0,0,0,0,0,0,0,0,14,0,0,0,34,9,0,0,0,0,2,0,0,141,141,0,35,0,0,3,1,3,30
Pascal Gross,BHA,54,EPL,M,38,2947,35,3,24,2,0,0,7,8,5,7,1,44,20,14,234,69,82,16,39,35,5,36,24,33,20,926,1216,18,13,137,11,79,0,0,19,11,4,25,9,3,0,0,37,0,1797,62,384,186,673,1,286,0,576,66,1,1,0,0,23,7,114,109,26,1,1,0,46,3,0,0,0,0,0,0,0,19,19,0,68,6,0,9,0,2,15
Lucas Leiva,LAZ,49,SERI,M,36,2894,35,1,13,9,0,0,2,3,0,3,0,27,10,70,9,3,39,3,36,0,7,106,79,44,26,1831,2107,3,59,266,23,212,0,0,17,7,1,10,3,1,0,0,27,0,2576,44,397,186,1009,4,61,0,350,276,0,0,0,0,0,0,0,0,8,0,0,0,46,4,0,0,0,0,0,0,0,55,55,0,117,4,0,1,2,1,26
Marco 84assi,FIO,46,SERI,M,35,2796,35,0,15,6,0,0,5,2,0,1,1,70,27,28,66,18,40,5,38,0,2,54,38,36,22,957,1258,18,31,150,14,121,0,0,30,14,5,40,13,0,0,0,37,0,1756,91,362,175,633,2,90,0,451,71,0,0,0,0,0,0,2,1,27,0,0,0,34,12,0,0,0,0,0,0,0,34,34,0,34,4,0,4,2,2,23
Nick Pope,BRN,39,EPL,G,35,3114,34,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,0,1,2,427,1098,0,12,382,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,161,3,329,0,59,0,679,329,0,0,0,0,0,0,0,0,0,0,0,0,35,11,114,74,40,24,1,5,1,39,39,18,360,0,0,0,0,0,0
Jon49an Calleri,LPM,74,LIGA,F,37,3111,34,3,5,7,0,0,9,3,0,2,1,99,28,7,30,3,27,4,23,1,2,24,16,73,75,459,710,3,114,84,31,235,0,0,79,22,8,20,6,1,0,0,64,0,1303,189,201,318,309,1,58,0,509,22,5,5,0,0,0,0,0,0,28,0,0,0,67,3,0,0,0,0,1,0,0,34,34,0,20,0,0,39,12,8,64
Moussa Niakhate,MET,76,FRAN,D,35,3105,34,1,0,8,0,0,0,1,0,1,0,16,2,58,9,2,4,0,3,0,14,58,38,35,40,1110,1400,2,66,242,17,178,0,1,12,1,0,4,1,0,0,0,4,0,1851,21,142,105,394,4,28,1,326,223,0,0,0,0,0,0,0,0,1,0,0,0,69,4,0,0,0,0,1,0,0,133,133,0,176,0,1,0,1,0,20
Aaron Mooy,HUD,58,EPL,M,36,3071,34,2,5,4,0,0,4,3,1,2,1,29,7,38,185,37,50,5,33,14,5,103,60,26,16,1513,1902,11,32,266,16,166,0,0,11,4,4,18,3,0,0,0,56,0,2540,29,551,159,1000,4,218,1,651,132,1,1,0,0,45,11,78,62,16,3,0,0,52,9,0,0,0,0,0,0,0,48,48,0,102,3,0,2,0,3,25
Juanpe,GIR,59,LIGA,D,35,3064,34,1,0,7,0,0,5,1,0,0,1,23,11,53,4,0,7,1,6,0,19,48,30,48,7,1025,1335,0,61,108,4,119,0,0,22,11,5,1,0,0,0,1,5,0,1681,44,122,96,353,3,14,0,334,227,0,0,0,0,0,0,0,0,3,1,0,0,55,9,0,0,0,0,0,0,0,134,134,0,155,0,0,1,3,1,4
Paul Lasne,MON,33,FRAN,M,37,3063,34,3,4,10,0,0,1,2,0,2,0,45,12,57,52,14,37,2,33,2,1,69,45,60,71,1411,1729,13,54,234,25,219,0,0,6,2,0,39,10,1,0,0,28,0,2263,30,363,188,841,3,97,0,455,185,0,0,0,0,1,0,2,2,15,0,0,0,31,11,0,0,0,0,0,0,0,23,23,0,125,3,0,0,0,0,35
Aleksandar Kolarov,ROM,28,SERI,M/D,35,3061,34,1,2,3,0,0,2,8,1,6,2,63,13,53,294,66,80,9,44,28,7,57,47,26,40,1616,1990,32,54,217,55,205,0,2,10,4,0,53,9,2,2,2,27,0,3194,59,463,142,916,15,329,0,762,168,0,0,0,0,26,8,106,96,54,25,5,2,25,15,0,0,0,0,1,0,0,86,86,0,106,0,1,4,1,0,93
Stanislav Lobotka,CEL,60,LIGA,M,38,3061,34,4,4,2,0,0,0,0,0,0,0,8,3,39,10,2,10,1,10,0,9,64,45,42,47,1882,2069,2,26,289,44,181,0,0,1,1,0,7,2,0,0,0,33,0,2443,6,317,150,873,2,30,0,273,198,0,0,0,0,0,0,0,0,2,0,0,0,54,7,0,0,0,0,1,0,0,20,20,0,138,0,1,0,0,0,48
Alphonse Are43a,PSG,29,FRAN,G,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,667,732,0,8,269,0,9,1,2,0,0,0,0,0,0,0,0,0,0,1033,0,4,1,16,0,0,0,66,16,0,0,0,0,0,0,0,0,0,0,0,0,25,17,78,47,31,12,0,3,1,14,14,7,84,0,0,0,0,0,0
Matias Agustin Silvestre,SAM,60,SERI,D,34,3060,34,0,0,3,0,0,1,0,0,0,0,17,5,13,2,0,1,0,1,0,26,12,8,13,13,1982,2240,0,58,157,7,88,1,2,16,5,1,1,0,0,0,0,2,1,2533,25,122,70,615,5,25,0,277,347,0,0,0,0,0,0,0,0,1,0,0,0,50,9,0,0,0,0,0,0,0,150,150,0,195,0,0,2,2,0,10
Matthias Ginter,BMG,52,BUND,D,34,3060,34,0,0,2,0,0,5,2,0,1,1,27,11,52,3,0,7,2,5,0,17,49,38,9,39,1780,2044,0,97,118,10,186,1,0,20,10,5,7,1,0,0,0,7,0,2439,34,156,94,591,9,30,1,304,275,0,0,0,0,0,0,0,0,6,0,0,0,52,7,0,0,0,0,0,0,0,105,105,0,130,0,0,1,0,5,19
T47as Koubek,REN,44,FRAN,G,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,470,870,0,17,297,0,19,2,1,0,0,0,0,0,0,0,0,0,0,1158,0,49,3,164,0,15,0,404,167,0,0,0,0,0,0,0,0,2,0,0,0,36,10,95,57,36,17,1,5,2,39,39,18,241,0,0,0,0,0,0
